,TIME_PERIOD,Sector,OBS_VALUE
1642,2010,"Women's rights organisations and movements, and government institutions",5.636205
1643,2011,Action relating to debt,6.010314
1644,2011,Administrative costs (non-sector allocable),5.783408
1645,2011,Administrative costs of donors,5.783408
1646,2011,Advanced technical and managerial training,0.247244
1647,2011,Agrarian reform,1.015421
1648,2011,Agricultural alternative development,0.039262
1649,2011,Agricultural co-operatives,0.852719
1650,2011,Agricultural development,57.355193
1651,2011,Agricultural education/training,2.286896
1652,2011,Agricultural extension,3.912278
1653,2011,Agricultural financial services,0.645923
1654,2011,Agricultural inputs,4.483713
1655,2011,Agricultural land resources,36.064717
1656,2011,Agricultural policy and administrative management,13.055587
1657,2011,Agricultural research,5.673958
1658,2011,Agricultural services,3.913346
1659,2011,Agricultural water resources,14.810564
1660,2011,Agriculture,151.270721
1661,2011,"Agriculture, forestry, fishing",157.128415
1662,2011,Agro-industries,1.312225
1663,2011,Air transport,0.192718
1664,2011,All sectors,3757.348459
1665,2011,Anti-corruption organisations and institutions,0.117392
1666,2011,Banking and financial services,20.314342
1667,2011,Basic drinking water supply,13.700991
1668,2011,Basic drinking water supply and basic sanitation,62.070823
1669,2011,Basic education,43.092035
1670,2011,Basic health,354.703805
1671,2011,Basic health care,213.237166
1672,2011,Basic health infrastructure,6.939268
1673,2011,Basic life skills for adults,2.920719
1674,2011,Basic nutrition,22.491767
1675,2011,Basic sanitation,7.01121
1676,2011,Biodiversity,8.367065
1677,2011,Biosphere protection,1.270726
1678,2011,Business and other services,17.888783
1679,2011,Business policy and administration,17.888783
1680,2011,"Civilian peace-building, conflict prevention and resolution",6.642595
1681,2011,Commodity aid / General programme assistance,388.936129
1682,2011,Communications,4.715755
1683,2011,Communications policy and administrative management,3.704987
1684,2011,"Conflict, peace and security",14.632494
1685,2011,Construction,0.237483
1686,2011,Construction policy and administrative management,0.237483
1687,2011,Cottage industries and handicraft,0.324623
1688,2011,Culture and recreation,2.177172
1689,2011,Debt forgiveness,6.010314
1690,2011,Decentralisation and support to subnational government,20.786804
1691,2011,Democratic participation and civil society,19.636308
1692,2011,Development food assistance,270.809144
1693,2011,Disaster prevention and preparedness,17.61571
1694,2011,Early childhood education,0.825089
1695,2011,Economic infrastructure and services,481.751099
1696,2011,Education,424.090017
1697,2011,Education and training in water supply and sanitation,0.397003
1698,2011,Education facilities and training,18.627275
1699,2011,Education policy and administrative management,322.995055
1700,2011,"Education, level unspecified",354.443033
1701,2011,Education/training in banking and financial services,0.026432
1702,2011,Educational research,4.484691
1703,2011,Elections,1.176313
1704,2011,Electric power transmission and distribution (centralised grids),85.971746
1705,2011,Emergency food assistance,469.654063
1706,2011,Emergency response,627.272765
1707,2011,Employment creation,13.471486
1708,2011,Energy,112.968835
1709,2011,Energy distribution,85.971746
1710,2011,"Energy generation, non-renewable sources",7.316637
1711,2011,"Energy generation, non-renewable sources, unspecified",7.316637
1712,2011,"Energy generation, renewable sources",15.346906
1713,2011,"Energy generation, renewable sources - multiple technologies",13.720388
1714,2011,Energy policy,4.333546
1715,2011,Energy policy and administrative management,4.333546
1716,2011,Engineering,0.211175
1717,2011,Environmental education/training,0.267837
1718,2011,Environmental policy and administrative management,15.818223
1719,2011,Environmental research,2.015666
1720,2011,Family planning,21.831484
1721,2011,Financial policy and administrative management,0.589739
1722,2011,Fishing,0.041835
1723,2011,Fishing policy and administrative management,0.041835
1724,2011,Food assistance,270.809144
1725,2011,Food crop production,4.819568
1726,2011,Forestry,5.815859
1727,2011,Forestry development,3.504171
1728,2011,Forestry policy and administrative management,2.016579
1729,2011,Forestry services,0.295109
1730,2011,Formal sector financial intermediaries,18.704442
1731,2011,General budget support,118.126985
1732,2011,General budget support-related aid,118.126985
1733,2011,General environment protection,27.739517
1734,2011,Government and civil society,117.191538
1735,2011,"Government and civil society, general",102.559044
1736,2011,Health,385.997755
1737,2011,Health education,4.285481
1738,2011,Health personnel development,2.188186
1739,2011,Health policy and administrative management,25.496653
1740,2011,"Health, general",31.29395
1741,2011,Higher education,16.046686
1742,2011,Housing policy and administrative management,0.007427
1743,2011,Human rights,6.517909
1744,2011,Humanitarian aid,646.984782
1745,2011,Hydro-electric power plants,0.275567
1746,2011,Immediate post-emergency reconstruction and rehabilitation,2.096307
1747,2011,Industrial crops/export crops,1.142462
1748,2011,Industrial development,2.336899
1749,2011,Industrial policy and administrative management,9.471152
1750,2011,Industry,17.030241
1751,2011,"Industry, mining, construction",17.471468
1752,2011,Infectious disease control,3.109252
1753,2011,Informal/semi-formal financial intermediaries,0.993729
1754,2011,Information and communication technology (ICT),0.931468
1755,2011,Legal and judicial development,6.994439
1756,2011,Legislatures and political parties,2.942368
1757,2011,Livestock,0.877587
1758,2011,Livestock/veterinary services,0.321527
1759,2011,Low-cost housing,0.006085
1760,2011,Malaria control,85.370789
1761,2011,Material relief assistance and services,129.598163
1762,2011,Media and free flow of information,2.939236
1763,2011,Medical education/training,2.583204
1764,2011,Medical research,1.268363
1765,2011,Medical services,1.94573
1766,2011,Mineral prospection and exploration,0.203744
1767,2011,Mineral resources and mining,0.203744
1768,2011,Multi-hazard response preparedness,17.61571
1769,2011,Multi-sector / Cross-cutting,250.704866
1770,2011,Multilateral trade negotiations,0.022187
1771,2011,Multisector aid,43.035327
1772,2011,Multisector aid for basic social services,24.829222
1773,2011,Multisector education/training,1.125742
1774,2011,Other multisector,222.965349
1775,2011,Other social infrastructure and services,172.357999
1776,2011,Participation in international peacekeeping operations,0.089601
1777,2011,Population policies/Programmes & reproductive health,538.801445
1778,2011,Population policy and administrative management,2.987501
1779,2011,Post-secondary education,16.29393
1780,2011,Primary education,39.346227
1781,2011,Production sectors,178.762531
1782,2011,Promotion of development awareness (non-sector allocable),0.538397
1783,2011,Public finance management (PFM),3.601242
1784,2011,Public sector policy and administrative management,27.394949
1785,2011,Rail transport,2.724872
1786,2011,Reconstruction relief and rehabilitation,2.096307
1787,2011,Refugees in donor countries,0.036471
1788,2011,Refugees/asylum seekers  in donor countries (non-sector allocable),0.036471
1789,2011,Relief co-ordination and support services,28.020539
1790,2011,Removal of land mines and explosive remnants of war,6.78175
1791,2011,Reproductive health care,47.906354
1792,2011,Research/scientific institutions,1.007907
1793,2011,River basins development,3.275429
1794,2011,Road transport,310.237229
1795,2011,Rural development,127.796242
1796,2011,STD control including HIV/AIDS,466.076106
1797,2011,Sanitation - large systems,0.010508
1798,2011,Secondary education,10.261019
1799,2011,Sector allocable,2693.276108
1800,2011,Sectors not specified,15.78285
1801,2011,Security system management and reform,1.118548
1802,2011,Small and medium-sized enterprises (SME) development,2.82021
1803,2011,Social infrastructure and services,1782.057612
1804,2011,Social mitigation of HIV/AIDS,2.121949
1805,2011,Social protection,124.076273
1806,2011,Solar energy for centralised grids,1.350951
1807,2011,Statistical capacity building,5.668385
1808,2011,Teacher training,8.336012
1809,2011,Technological research and development,0.180311
1810,2011,Telecommunications,0.0793
1811,2011,"Textiles, leather and substitutes",0.283943
1812,2011,Tourism,0.7749
1813,2011,Tourism policy and administrative management,0.7749
1814,2011,Trade education/training,0.31475
1815,2011,Trade facilitation,0.011041
1816,2011,Trade policies and regulations,3.387748
1817,2011,Trade policy and administrative management,2.806455
1818,2011,Trade-related adjustment,0.233315
1819,2011,Transport and storage,325.863384
1820,2011,Transport equipment industry,0.089703
1821,2011,Transport policy and administrative management,12.708565
1822,2011,Tuberculosis control,17.081896
1823,2011,Unallocated / unspecified,16.321247
1824,2011,Upper secondary education,7.903061
1825,2011,Urban development and management,50.000131
1826,2011,Vocational training,2.357958
1827,2011,Waste management/disposal,0.011641
1828,2011,Water resources conservation (including data collection),0.478611
1829,2011,Water sector policy and administrative management,11.280593
1830,2011,Water supply & sanitation,143.618858
1831,2011,Water supply - large systems,5.113246
1832,2011,Water supply and sanitation - large systems,40.268803
1833,2011,"Women's rights organisations and movements, and government institutions",10.452084
1834,2012,Action relating to debt,4.920947
1835,2012,Administrative costs (non-sector allocable),11.842266
1836,2012,Administrative costs of donors,11.842266
1837,2012,Advanced technical and managerial training,0.407051
1838,2012,Agrarian reform,1.990654
1839,2012,Agricultural co-operatives,0.721994
1840,2012,Agricultural development,76.238582
1841,2012,Agricultural education/training,1.587275
1842,2012,Agricultural extension,2.89893
1843,2012,Agricultural financial services,0.584577
1844,2012,Agricultural inputs,6.381639
1845,2012,Agricultural land resources,29.281259
1846,2012,Agricultural policy and administrative management,30.360513
1847,2012,Agricultural research,7.324848
1848,2012,Agricultural services,4.350689
1849,2012,Agricultural water resources,15.177096
1850,2012,Agriculture,184.578763
1851,2012,"Agriculture, forestry, fishing",192.807757
1852,2012,Agro-industries,1.646818
1853,2012,Air transport,0.042796
1854,2012,All sectors,3524.580637
1855,2012,Anti-corruption organisations and institutions,0.115979
1856,2012,Banking and financial services,4.341717
1857,2012,Basic drinking water supply,29.461303
1858,2012,Basic drinking water supply and basic sanitation,23.467769
1859,2012,Basic education,52.406189
